timestamp,Mean Temperature,Max Temperature,Min Temperature,Precipitation,Wind Speed,Max Wind Speed
20080429,58,66,50,0,12,20
20080430,56,66,45,0,9,18
20080501,60,77,44,0,5,12
20080502,60,72,50,0,9,16
20080503,64,78,50,0,10,15
20080504,58,64,51,0,15,22
20080505,62,75,50,0,9,13
20080506,66,81,51,0,9,15
20080507,62,73,52,0,10,16
20080508,64,79,50,0,13,21
20080509,62,75,48,0,15,23
20080510,66,82,50,0,11,15
20080511,62,73,51,0,15,18
20080512,64,77,51,0,8,14
20080513,69,89,50,0,4,14
20080514,75,93,59,0,3,12
20080515,84,99,71,0,8,16
20080516,84,102,66,0,8,13
20080517,84,98,69,0,9,18
20080518,72,89,55,0,7,16
20080519,68,86,52,0,7,16
20080520,66,78,54,0,10,22
20080521,64,75,52,0,12,22
20080522,66,80,53,0,12,25
20080523,62,73,51,0,8,14
20080524,58,64,53,0,11,18
20080525,61,71,52,0,7,17
20080526,58,66,51,0,10,15
20080527,60,70,51,0,8,15
20080528,59,69,50,0,8,16
20080529,60,70,52,0,7,15
20080530,64,77,53,0,9,18
20080531,60,68,53,0,14,20
20080601,62,73,52,0,16,21
20080602,64,77,51,0,15,20
20080603,65,75,55,0,12,18
20080604,65,78,55,0,9,18
20080605,68,82,54,0,8,17
20080606,66,78,55,0,9,17
20080607,67,86,50,0,6,13
20080608,72,91,55,0,3,13
20080609,76,97,57,0,4,15
20080610,76,90,61,0,5,13
20080611,74,91,57,0,3,10
20080612,76,93,59,0,3,15
20080613,75,91,59,0,5,16
20080614,68,84,53,0,9,16
20080615,68,84,52,0,9,16
20080616,66,82,51,0,13,17
20080617,72,93,50,0,11,17
20080618,78,95,62,0,6,15
20080619,79,98,61,0,3,17
20080620,86,104,68,0,5,12
20080621,85,100,70,0,6,17
20080622,74,87,62,0,8,14
20080623,65,79,53,0,12,16
20080624,72,90,55,0,11,21
20080625,66,79,54,0,18,22
20080626,70,84,55,0,12,20
20080627,70,86,57,0,5,15
20080628,65,77,55,0,10,15
20080629,68,82,54,0,9,17
20080630,67,82,54,0,6,16
20080701,70,82,57,0,9,16
20080702,70,84,55,0,9,13
20080703,72,86,60,0,11,16
20080704,68,78,57,0,10,17
20080705,75,91,59,0,10,16
20080706,78,96,61,0,8,13
20080707,82,102,61,0,4,12
20080708,86,108,64,0,4,18
20080709,84,105,64,0,5,15
20080710,80,98,64,0,5,14
20080711,72,82,62,0,8,16
20080712,71,84,60,0,11,15
20080713,74,90,60,0,8,16
20080714,70,80,60,0,9,16
20080715,69,78,60,0,11,15
20080716,72,87,57,0,9,13
20080717,72,87,57,0,11,16
20080718,72,90,55,0,12,16
20080719,72,90,55,0,10,20
20080720,62,72,53,0,14,18
20080721,63,72,55,0,12,18
20080722,70,89,51,0,9,13
20080723,75,93,57,0,5,15
20080724,74,90,57,0,11,16
20080725,74,93,57,0,4,13
20080726,78,97,60,0,7,15
20080727,70,82,57,0,16,21
20080728,68,82,55,0,17,22
20080729,70,82,57,0,15,20
20080730,74,90,57,0,11,15
20080731,74,90,59,0,14,20
20080801,74,91,57,0,14,18
20080802,78,95,62,0,9,15
20080803,70,84,55,0,15,20
20080804,71,88,55,0,12,18
20080805,68,84,54,0,9,16
20080806,73,88,59,0,10,15
20080807,70,84,57,0,11,15
20080808,67,80,55,0,11,16
20080809,70,84,55,0,14,18
20080810,73,93,55,0,6,15
20080811,78,97,61,0,3,13
20080812,75,93,57,0,6,13
20080813,80,100,60,0,5,14
20080814,78,100,57,0,6,15
20080815,78,99,59,0,7,14
20080816,74,87,60,0,10,18
20080817,68,79,59,0,11,17
20080818,65,72,59,0,10,15
20080819,68,78,59,0,9,15
20080820,72,84,61,0,10,14
20080821,74,84,62,0,11,20
20080822,76,91,61,0,9,15
20080823,72,87,57,0,9,17
20080824,75,93,57,0,5,15
20080825,76,91,62,0,13,17
20080826,74,91,57,0,8,17
20080827,80,102,60,0,4,10
20080828,84,105,64,0,3,12
20080829,86,105,66,0,5,14
20080830,75,91,60,0,8,18
20080831,68,84,55,0,12,21
20080901,71,90,53,0,4,18
20080902,75,93,57,0,4,13
20080903,78,99,59,0,3,12
20080904,80,100,61,0,4,13
20080905,81,100,62,0,3,12
20080906,82,102,63,0,4,12
20080907,78,96,59,0,5,16
20080908,68,82,55,0,6,17
20080909,64,70,59,0,12,18
20080910,68,81,57,0,8,16
20080911,70,84,55,0,7,15
20080912,66,81,53,0,7,16
20080913,68,81,55,0,6,15
20080914,68,84,55,0,6,13
20080915,70,84,55,0,4,14
20080916,66,78,54,0,7,14
20080917,62,68,54,0,10,17
20080918,62,75,50,0,7,14
20080919,63,75,53,0,8,14
20080920,67,75,61,0,8,13
20080921,68,79,57,0,9,13
20080922,70,87,54,0,5,12
20080923,72,91,53,0,2,7
20080924,72,91,55,0,3,10
20080925,72,91,54,0,5,15
20080926,74,91,59,0,2,10
20080927,76,96,57,0,2,9
20080928,74,89,59,0,3,15
20080929,69,81,57,0,6,15
20080930,70,84,55,0,4,12
20081001,72,88,57,0,3,16
20081002,68,75,62,0,8,13
20081003,66,72,59,0,7,14
20081004,65,71,57,0.05,9,15
20081005,64,73,55,0,6,12
20081006,66,81,53,0,3,12
20081007,70,87,53,0.01,2,12
20081008,70,86,54,0,3,10
20081009,64,77,54,0,5,14
20081010,58,66,50,0,8,20
20081011,59,68,52,0,11,17
20081012,62,72,50,0,7,15
20081013,62,81,44,0,4,15
20081014,64,82,46,0,2,7
20081015,65,84,48,0,2,7
20081016,69,88,51,0,2,8
20081017,68,84,51,0,2,7
20081018,65,78,52,0,4,16
20081019,60,73,48,0,5,16
20081020,62,73,51,0,11,17
20081021,65,82,48,0,3,5
20081022,67,82,52,0,3,14
20081023,66,86,48,0,1,7
20081024,67,86,50,0,3,7
20081025,66,84,48,0,2,9
20081026,65,84,48,0,1,7
20081027,59,72,46,0,3,10
20081028,61,77,45,0,2,8
20081029,62,78,46,0.01,2,9
20081030,57,64,51,0.02,2,17
20081101,62,66,57,1.27,7,17
20081102,60,66,53,0.06,7,14
20081103,58,64,51,0.4,7,22
20081104,54,61,46,0,9,17
20081105,52,62,41,0,2,8
20081106,58,68,48,0,4,7
20081107,58,71,46,0,1,8
20081108,57,66,48,0.04,4,23
20081109,58,64,52,0,8,15
20081110,54,63,46,0,6,12
20081111,56,63,50,0,3,10
20081112,60,69,51,0,1,7
20081113,62,77,48,0,3,8
20081114,64,79,50,0.01,5,10
20081115,66,77,53,0,6,13
20081116,60,75,46,0,2,9
20081117,62,75,48,0,2,9
20081118,60,73,46,0.01,1,6
20081119,54,62,46,0.01,4,14
20081120,56,64,46,0,6,13
20081121,54,66,41,0,1,7
20081122,52,66,39,0,1,6
20081123,52,62,42,0,3,12
20081124,52,61,42,0,2,7
20081125,53,60,46,0,2,7
20081126,50,54,46,0.33,1,6
20081127,54,59,48,0,3,14
20081128,53,60,46,0,3,6
20081129,54,64,44,0.01,3,10
20081130,56,66,46,0.01,2,7
20081131,48,54,42,0.01,2,10
20081201,48,54,42,0.01,2,10
20081202,52,57,44,0,5,9
20081203,48,55,41,0.01,1,9
20081204,50,59,42,0,3,10
20081205,48,59,37,0,4,9
20081206,44,53,35,0.01,2,8
20081207,42,46,39,0,1,5
20081208,42,48,37,0,4,8
20081209,43,53,33,0,4,12
20081210,48,63,33,0,2,8
20081211,45,57,33,0,1,7
20081212,50,62,37,0,3,16
20081213,47,52,37,0,14,21
20081214,41,48,34,0.29,6,13
20081215,44,51,37,0.07,8,15
20081216,40,41,39,0.13,5,14
20081217,40,51,30,0,2,8
20081218,42,53,30,0.05,6,15
20081219,46,53,37,0.21,8,13
20081220,42,52,32,0,2,6
20081221,46,50,41,0.17,1,8
20081222,46,53,39,0,9,17
20081223,44,50,39,0,5,10
20081224,48,52,44,0.21,4,13
20081225,48,52,43,0.15,13,25
20081226,40,51,30,0,3,12
20081227,46,54,37,0,3,7
20081228,50,57,44,0,2,8
20081229,50,62,39,0,1,7
20081230,44,52,35,0.01,3,9
20081231,42,46,39,0,2,6
20090101,44,46,42,0.01,4,7
20090102,49,55,41,0.01,5,14
20090103,44,54,34,0,1,5
20090104,39,50,28,0,3,7
20090105,43,45,41,0.02,3,9
20090106,48,57,39,0,1,8
20090107,44,50,39,0,5,13
20090108,45,53,37,0,4,10
20090109,45,57,33,0,4,12
20090110,50,62,37,0,4,9
20090111,47,64,30,0,1,7
20090112,59,73,45,0,4,12
20090113,56,69,42,0,4,7
20090114,50,64,37,0,2,8
20090115,52,70,35,0,2,9
20090116,56,72,39,0,3,6
20090117,53,69,37,0,2,6
20090118,50,66,35,0,2,9
20090119,52,66,37,0,4,9
20090120,52,68,37,0,2,10
20090121,52,60,45,0.24,1,6
20090122,52,55,48,0.57,2,6
20090123,53,55,51,0.2,1,5
20090124,50,55,46,0,4,14
20090125,50,55,41,0,9,16
20090126,45,55,35,0,4,12
20090127,44,57,30,0,1,8
20090128,49,63,34,0,2,8
20090129,52,64,39,0,5,14
20090130,51,66,35,0,2,10
20090131,54,71,36,0,2,9
20090201,52,67,36,0,3,13
20090202,50,64,35,0,2,13
20090203,51,65,36,0,3,14
20090204,53,64,41,0,2,10
20090205,54,60,48,0.03,5,17
20090206,51,55,47,0.51,2,9
20090207,51,61,41,0,3,10
20090208,49,56,42,0.11,9,22
20090209,47,55,39,0,9,20
20090210,44,54,33,0.02,7,16
20090211,47,55,39,0.16,6,20
20090212,46,52,39,0,3,14
20090213,46,52,39,0.79,10,30
20090214,48,55,40,0.04,10,20
20090215,50,53,46,0.89,8,24
20090216,50,55,45,0.63,7,20
20090217,49,51,46,1.43,7,18
20090218,51,57,45,0,5,13
20090219,53,62,44,0,4,12
20090220,53,63,43,0,3,12
20090221,52,62,42,0,3,15
20090222,57,60,54,0.86,6,17
20090223,57,60,54,0.06,8,18
20090224,55,63,47,0.14,4,14
20090225,56,63,49,0,7,16
20090226,55,63,46,0.08,8,15
20090227,50,60,39,0,4,10
20090228,53,61,45,0,5,13
20090301,57,63,51,0.32,4,23
20090302,57,61,53,0.58,13,29
20090303,52,55,48,0.75,8,31
20090304,49,55,43,0.08,6,14
20090305,51,58,44,0.24,6,12
20090306,50,58,42,0,6,16
20090307,51,63,38,0,3,13
20090308,54,62,45,0,8,18
20090309,48,56,39,0,9,18
20090310,47,59,34,0,5,15
20090311,50,62,37,0,4,10
20090312,53,67,38,0,4,13
20090313,54,66,42,0,6,15
20090314,50,56,44,0,11,20
20090315,55,60,50,0,10,17
20090316,59,65,52,0,11,21
20090317,59,67,50,0,4,13
20090318,60,74,46,0,2,12
20090319,63,75,50,0,5,13
20090320,61,72,50,0,9,18
20090321,54,59,49,0.02,12,24
20090322,51,58,43,0.13,16,32
20090323,48,61,35,0,6,20
20090324,55,70,39,0,5,15
20090325,58,71,44,0,6,15
20090326,63,75,50,0,5,13
20090327,63,78,48,0,5,17
20090328,64,80,48,0,5,18
20090329,60,69,50,0,12,25
20090330,59,70,48,0,7,21
20090331,59,75,43,0,6,16
20090401,61,73,49,0,9,18
20090402,58,68,48,0,12,23
20090403,53,64,41,0,9,20
20090404,53,68,38,0,4,15
20090405,58,75,40,0,6,17
20090406,62,78,45,0,7,14
20090407,53,58,48,0.61,3,16
20090408,55,61,49,0.39,7,16
20090409,53,56,49,0.08,7,14
20090410,54,63,45,0,5,18
20090411,54,66,42,0,9,16
20090412,61,72,50,0,8,15
20090413,61,71,50,0,9,15
20090414,52,60,43,0.08,14,30
20090415,51,62,40,0,10,20
20090416,55,68,42,0,8,13
20090417,62,77,47,0,8,16
20090418,66,82,49,0,5,13
20090419,69,87,50,0,4,13
20090420,75,93,57,0,4,12
20090421,75,92,57,0,5,13
20090422,71,89,53,0,6,16
20090423,59,68,50,0,13,20
20090424,57,65,48,0,11,20
20090425,57,67,47,0,13,22
20090426,58,69,47,0,11,23
20090427,54,61,47,0,18,26
20090428,54,63,45,0,10,20
20090429,53,64,42,0,9,17
20090430,58,70,45,0,8,17
20090501,58,64,52,0.35,5,15
20090502,60,65,55,0.07,7,16
20090503,60,67,53,0.03,9,16
20090504,64,74,53,0.01,10,22
20090505,66,74,58,0.05,10,17
20090506,65,77,53,0,9,15
20090507,67,79,54,0,6,16
20090508,67,83,50,0,4,16
20090509,68,83,53,0,7,16
20090510,69,85,52,0,6,17
20090511,67,80,53,0,10,21
20090512,63,77,49,0,9,18
20090513,67,82,52,0,8,26
20090514,67,80,54,0,11,21
20090515,72,88,56,0,7,14
20090516,77,99,55,0,3,14
20090517,81,101,61,0,5,15
20090518,71,87,55,0,9,21
20090519,67,81,53,0,13,18
20090520,66,80,51,0,9,18
20090521,65,82,48,0,6,17
20090522,65,79,51,0,12,20
20090523,58,66,50,0,18,26
20090524,57,64,50,0,16,22
20090525,66,82,50,0,11,20
20090526,71,89,52,0,6,16
20090527,72,88,56,0,7,18
20090528,68,82,53,0,8,18
20090529,64,74,53,0,11,20
20090530,62,70,53,0,12,18
20090531,63,72,53,0,12,18
20090601,64,73,54,0,11,17
20090602,66,78,54,0.01,10,16
20090603,68,79,56,0,10,17
20090604,64,72,56,0,10,49
20090605,63,71,55,0,9,20
20090606,63,72,54,0,8,17
20090607,67,76,57,0,12,17
20090608,63,72,54,0,12,20
20090609,63,69,57,0,13,23
20090610,64,70,58,0,11,18
20090611,66,75,57,0,13,20
20090612,64,72,55,0,11,18
20090613,66,73,58,0,11,25
20090614,65,74,55,0,9,16
20090615,64,72,56,0,9,16
20090616,70,82,57,0,12,22
20090617,67,76,58,0,15,21
20090618,76,93,58,0,7,18
20090619,73,88,58,0,12,25
20090620,65,74,55,0,17,24
20090621,66,79,53,0,8,20
20090622,72,89,55,0,7,16
20090623,76,96,56,0,4,18
20090624,71,86,56,0,9,18
20090625,70,84,56,0,15,22
20090626,72,89,54,0,10,22
20090627,80,103,57,0,5,17
20090628,86,106,65,0,5,17
20090629,79,98,59,0,9,18
20090630,72,87,57,0,11,18
20090701,70,84,56,0,10,18
20090702,71,86,56,0,9,17
20090703,71,87,55,0,9,17
20090704,66,77,55,0,10,17
20090705,64,72,55,0,12,23
20090706,68,83,53,0,11,22
20090707,67,78,55,0,14,21
20090708,72,87,57,0,9,18
20090709,70,84,56,0,13,20
20090710,71,85,56,0,11,20
20090711,72,87,57,0,9,16
20090712,75,87,62,0,10,18
20090713,77,98,56,0,5,16
20090714,82,102,61,0,5,20
20090715,79,97,60,0,8,20
20090716,76,96,55,0,8,16
20090717,77,98,56,0,6,16
20090718,80,102,57,0,8,17
20090719,81,103,58,0,8,16
20090720,73,87,58,0,12,18
20090721,68,81,55,0,16,22
20090722,70,84,55,0,14,20
20090723,71,86,55,0,14,20
20090724,67,79,55,0,14,21
20090725,71,88,54,0,9,17
20090726,75,96,54,0,6,16
20090727,75,94,55,0,8,16
20090728,71,84,57,0,13,20
20090729,69,78,59,0,11,20
20090730,69,80,58,0,13,21
20090731,69,82,56,0,11,17
20090801,69,83,55,0,10,18
20090802,68,79,57,0,10,17
20090803,68,79,57,0,11,16
20090804,71,83,58,0,9,18
20090805,68,78,58,0,12,20
20090806,67,73,60,0,11,17
20090807,69,81,56,0,7,14
20090808,75,92,58,0,5,15
20090809,78,97,58,0,4,15
20090810,81,101,61,0,4,17
20090811,73,86,59,0,8,16
20090812,79,99,58,0,6,20
20090813,79,92,66,0,10,21
20090814,70,80,59,0,14,22
20090815,74,92,56,0,7,16
20090816,76,95,56,0,5,15
20090817,74,90,57,0,8,16
20090818,72,88,56,0,7,16
20090819,69,81,57,0,9,17
20090820,69,79,58,0,11,16
20090821,78,99,56,0,6,14
20090822,74,90,58,0,8,20
20090823,69,81,56,0,11,22
20090824,68,84,51,0,9,18
20090825,71,88,53,0,8,18
20090826,71,89,53,0,7,16
20090827,76,98,53,0,3,14
20090828,82,102,62,0,2,10
20090829,86,104,68,0,6,18
20090830,73,88,57,0,10,16
20090831,69,82,56,0,11,18
20090901,75,90,59,0,7,16
20090902,81,99,62,0,4,20
20090903,82,98,65,0,7,16
20090904,71,85,57,0,11,24
20090905,69,81,57,0,12,21
20090906,70,81,58,0,9,16
20090907,72,85,58,0,8,16
20090908,73,89,57,0,6,16
20090909,71,88,54,0,6,15
20090910,76,98,55,0,3,9
20090911,79,99,59,0,4,16
20090912,68,76,60,0,10,20
20090913,69,78,59,0.07,9,17
20090914,68,76,60,0.01,7,16
20090915,71,85,57,0,7,16
20090916,73,86,60,0,9,17
20090917,77,92,61,0,6,16
20090918,80,98,61,0,4,21
20090919,74,88,60,0,9,21
20090920,77,95,58,0,6,17
20090921,78,97,59,0,3,15
20090922,80,101,58,0,3,10
20090923,76,94,58,0,5,14
20090924,73,90,56,0,5,13
20090925,75,97,53,0,2,9
20090926,81,102,59,0,2,9
20090927,80,100,60,0,3,9
20090928,66,74,57,0,15,26
20090929,64,72,56,0,12,22
20090930,62,76,47,0,4,15
20091001,65,82,47,0,3,10
20091002,67,85,49,0,4,14
20091003,63,71,54,0,12,23
20091004,57,67,46,0,8,18
20091005,59,72,45,0,4,17
20091006,61,76,46,0,4,16
20091007,65,81,48,0,6,15
20091008,61,71,51,0,7,15
20091009,61,74,48,0,5,12
20091010,62,72,51,0,7,17
20091011,55,60,49,0,9,45
20091012,61,66,56,0,7,15
20091013,61,65,57,3.44,10,25
20091014,68,75,61,0.11,7,16
20091015,70,76,63,0,4,10
20091016,70,82,57,0,1,9
20091017,69,81,57,0,3,14
20091018,62,69,55,0,9,20
20091019,60,65,55,0.24,5,18
20091020,61,71,50,0.01,4,14
20091021,62,72,51,0,6,13
20091022,65,76,54,0,3,10
20091023,67,82,52,0,2,9
20091024,67,80,54,0,2,10
20091025,69,86,51,0,2,8
20091026,68,82,53,0,7,25
20091027,59,68,50,0,14,25
20091028,54,64,44,0,10,26
20091029,57,72,41,0,3,10
20091030,61,74,47,0,2,8
20091101,64,78,50,0,4,28
20091102,64,79,49,0,2,10
20091103,62,77,47,0,3,12
20091104,58,66,49,0,5,20
20091105,59,68,49,0,4,15
20091106,60,68,52,0.06,5,15
20091107,57,67,46,0,3,13
20091108,55,68,42,0,2,7
20091109,52,64,40,0,2,7
20091110,55,64,46,0,3,9
20091111,59,67,50,0,2,8
20091112,54,63,45,0,3,13
20091113,50,61,39,0,5,15
20091114,54,64,43,0,3,10
20091115,53,67,39,0,2,7
20091116,51,65,37,0,2,9
20091117,52,66,38,0,5,14
20091118,52,61,42,0,4,12
20091119,49,62,36,0,2,9
20091120,49,59,38,0.22,9,25
20091121,48,58,37,0,2,8
20091122,52,61,43,0,7,14
20091123,52,67,37,0,1,8
20091124,53,66,39,0,2,9
20091125,54,69,39,0,2,10
20091126,52,67,37,0,3,10
20091127,53,59,46,0.13,8,18
20091128,53,69,37,0,7,24
20091129,57,71,42,0,5,15
20091130,49,62,36,0,3,12
20091131,52,65,38,0,1,7
20091201,52,65,38,0,1,7
20091202,47,56,37,0,3,13
20091203,49,60,37,0,3,12
20091204,45,56,34,0,2,9
20091205,46,56,35,0,3,10
20091206,44,54,34,0.21,7,17
20091207,39,46,32,0.28,3,15
20091208,38,46,29,0,2,9
20091209,36,45,27,0,4,13
20091210,42,46,37,0.07,5,14
20091211,42,44,40,0.41,5,12
20091212,50,57,43,0.57,6,22
20091213,51,53,49,0.52,4,13
20091214,52,58,45,0,1,7
20091215,50,55,45,0,2,9
20091216,53,57,49,0.02,3,12
20091217,52,61,42,0.01,2,9
20091218,48,53,42,0.01,3,10
20091219,50,54,46,0,5,15
20091220,51,56,46,0.02,3,12
20091221,53,59,47,0.05,7,22
20091222,47,55,39,0,11,22
20091223,47,60,33,0,3,12
20091224,45,58,32,0,3,9
20091225,45,59,31,0,2,12
20091226,43,50,36,0.19,2,10
20091227,47,50,43,0.01,3,15
20091228,46,51,41,0,3,9
20091229,44,54,33,0.02,4,21
20091230,52,57,46,0,4,15
20091231,53,57,48,0,3,9
20100101,54,61,47,0.01,3,10
20100102,51,59,43,0,3,10
20100103,46,53,38,0,5,14
20100104,46,52,39,0,4,10
20100105,45,53,36,0,3,12
20100106,46,51,40,0,3,10
20100107,44,49,39,0,3,9
20100108,47,49,44,0.01,5,14
20100109,47,53,40,0,2,9
20100110,46,52,40,0,4,12
20100111,46,49,43,0,5,13
20100112,54,64,44,0.19,9,22
20100113,55,63,47,0.05,7,25
20100114,51,62,39,0,2,7
20100115,46,53,39,0,2,9
20100116,51,55,46,0.01,2,7
20100117,53,56,49,0.03,8,21
20100118,54,58,50,0.52,11,30
20100119,53,58,47,1.27,11,28
20100120,52,56,48,1.09,13,26
20100121,46,50,42,0.9,6,17
20100122,45,51,39,0.06,7,16
20100123,49,58,39,0.1,4,15
20100124,45,50,39,0.05,2,8
20100125,52,57,47,0.56,4,17
20100126,50,54,46,0.4,5,12
20100127,51,58,44,0,4,12
20100128,48,54,41,0,3,12
20100129,50,57,43,0.11,3,12
20100130,51,60,41,0,4,33
20100131,52,60,43,0,3,8
20100201,50,57,42,0,2,10
20100202,53,59,46,0,4,10
20100203,52,61,42,0.01,2,9
20100204,54,60,48,0.32,6,20
20100205,57,65,48,0.01,3,12
20100206,55,59,50,0.13,8,20
20100207,54,61,47,0,6,13
20100208,51,58,44,0.02,8,15
20100209,50,55,44,0.11,6,14
20100210,50,60,39,0.01,6,15
20100211,54,62,45,0,4,61
20100212,56,63,49,0.04,2,10
20100213,55,64,45,0.01,2,9
20100214,54,66,42,0.01,3,12
20100215,58,69,46,0.01,3,8
20100216,59,71,47,0,1,7
20100217,57,69,45,0,3,12
20100218,54,64,44,0,4,13
20100219,52,58,46,0,6,14
20100220,51,56,46,0,7,18
20100221,51,55,47,0.12,4,16
20100222,53,63,42,0,3,15
20100223,49,53,44,0.55,2,18
20100224,57,63,50,0.02,6,79
20100225,56,63,48,0,3,10
20100226,54,62,45,0.45,7,29
20100227,51,59,43,0.12,6,18
20100228,55,67,42,0,3,9
20100301,53,62,44,0.01,3,14
20100302,54,61,47,0.14,8,18
20100303,51,57,45,0.55,7,23
20100304,48,57,39,0,3,10
20100305,50,59,40,0,4,13
20100306,57,66,47,0,2,8
20100307,57,66,47,0,10,28
20100308,50,57,43,0.06,11,31
20100309,46,57,35,0.04,7,22
20100310,49,58,40,0.16,5,15
20100311,51,63,38,0,5,10
20100312,50,58,42,0.35,7,23
20100313,48,60,36,0,5,15
20100314,52,66,37,0,3,12
20100315,56,70,41,0,4,13
20100316,59,73,45,0,3,13
20100317,64,77,51,0,3,12
20100318,63,79,46,0,3,13
20100319,62,78,45,0,4,10
20100320,58,71,44,0,4,15
20100321,56,69,43,0,6,17
20100322,59,70,47,0,4,13
20100323,60,76,43,0,4,12
20100324,57,70,44,0.01,9,25
20100325,55,63,47,0.01,9,20
20100326,53,65,40,0,3,10
20100327,57,72,42,0,4,13
20100328,60,73,46,0,5,16
20100329,59,63,55,0.06,11,21
20100330,54,61,47,0.16,11,25
20100331,51,59,42,0.17,8,22
20100401,51,60,42,0,6,16
20100402,51,58,43,0.01,10,22
20100403,50,60,40,0,6,15
20100404,50,56,44,0.9,8,24
20100405,50,59,40,0.04,6,16
20100406,52,66,38,0,5,12
20100407,57,72,42,0,3,9
20100408,59,69,48,0,8,18
20100409,57,73,40,0,4,13
20100410,56,59,52,0,10,24
20100411,53,57,48,0.78,10,23
20100412,54,60,48,0.43,8,21
20100413,52,61,43,0,5,13
20100414,53,62,43,0,7,17
20100415,58,71,44,0,4,12
20100416,60,70,49,0,7,16
20100417,62,73,51,0,7,15
20100418,63,79,47,0,5,14
20100419,59,69,48,0,7,20
20100420,55,60,49,0.79,11,22
20100421,54,59,48,0.18,8,18
20100422,57,68,46,0,4,14
20100423,60,74,46,0,6,17
20100424,63,76,49,0,7,15
20100425,66,83,48,0,3,13
20100426,63,77,48,0,7,17
20100427,56,63,49,0.14,12,25
20100428,52,59,45,0.35,10,23
20100429,54,65,43,0.02,8,21
20100430,57,71,42,0,6,18
20100501,61,75,47,0,7,17
20100502,65,83,47,0,7,18
20100503,68,84,51,0,6,20
20100504,64,78,50,0,5,14
20100505,61,72,50,0,6,16
20100506,60,75,44,0,5,14
20100507,61,75,46,0,9,20
20100508,60,70,50,0,12,18
20100509,58,64,51,0.08,10,18
20100510,54,60,47,0.19,11,26
20100511,55,70,40,0,5,14
20100512,62,78,46,0,7,17
20100513,66,81,51,0,8,16
20100514,65,78,51,0,10,17
20100515,65,79,50,0,8,16
20100516,61,73,49,0,8,17
20100517,58,62,53,0.06,7,22
20100518,63,72,54,0.03,6,15
20100519,61,70,51,0,9,17
20100520,60,73,47,0,7,16
20100521,57,65,49,0,13,26
20100522,56,65,46,0,10,23
20100523,57,72,42,0,8,23
20100524,60,68,52,0,8,17
20100525,56,63,48,0.12,6,14
20100526,60,68,51,0.1,7,17
20100527,55,63,47,0.34,8,21
20100528,58,71,45,0,6,15
20100529,67,84,49,0,4,15
20100530,70,87,53,0,6,15
20100531,68,79,57,0,11,18
20100601,66,74,57,0,11,18
20100602,69,82,56,0,9,16
20100603,71,81,61,0,9,18
20100604,73,81,64,0,8,16
20100605,75,88,62,0,8,18
20100606,73,85,61,0,11,18
20100607,70,82,57,0,12,21
20100608,67,78,55,0,13,21
20100609,65,74,56,0,13,20
20100610,66,76,55,0,10,18
20100611,69,87,51,0,6,18
20100612,74,92,56,0,7,24
20100613,78,97,59,0,6,15
20100614,72,88,55,0,10,22
20100615,63,71,55,0,18,23
20100616,68,84,51,0,7,18
20100617,69,85,53,0,8,21
20100618,62,70,53,0,20,25
20100619,61,70,52,0,16,22
20100620,66,80,52,0,9,18
20100621,72,88,55,0,6,17
20100622,71,88,54,0,6,15
20100623,72,87,57,0,8,16
20100624,62,71,55,0,15,23
20100625,67,79,55,0,14,20
20100626,72,89,55,0,11,20
20100627,79,101,56,0,4,13
20100628,80,97,62,0,8,18
20100629,76,92,60,0,11,21
20100630,69,81,56,0,16,24
20100701,68,82,54,0,14,21
20100702,70,84,56,0,10,20
20100703,75,91,58,0,5,15
20100704,76,95,56,0,5,20
20100705,71,86,55,0,10,17
20100706,64,72,56,0,12,18
20100707,67,77,56,0,11,17
20100708,68,81,54,0,10,18
20100709,68,81,55,0,11,20
20100710,72,88,56,0,9,18
20100711,72,87,56,0,9,17
20100712,67,75,58,0,12,21
20100713,70,81,59,0,10,20
20100714,75,93,57,0,8,16
20100715,80,98,61,0,6,16
20100716,78,95,60,0,9,17
20100717,76,93,58,0,9,17
20100718,77,96,57,0,8,18
20100719,74,90,57,0,8,17
20100720,69,82,56,0,13,18
20100721,63,72,54,0,15,21
20100722,69,84,53,0,9,20
20100723,71,87,55,0,9,17
20100724,71,87,55,0,9,17
20100725,67,79,54,0,10,17
20100726,62,69,55,0,13,22
20100727,65,73,56,0,11,17
20100728,67,80,54,0,9,14
20100729,70,86,53,0,9,17
20100730,70,86,54,0,11,17
20100731,71,86,55,0,11,20
20100801,70,86,54,0,7,16
20100802,70,86,53,0,7,16
20100803,71,89,53,0,6,16
20100804,70,84,55,0,10,17
20100805,67,80,54,0,12,17
20100806,69,84,54,0,9,17
20100807,69,82,55,0,12,22
20100808,66,74,57,0,15,22
20100809,68,81,55,0,10,20
20100810,67,80,53,0,8,17
20100811,63,70,56,0,15,21
20100812,71,86,55,0,9,16
20100813,68,82,54,0,8,16
20100814,67,79,54,0,10,16
20100815,69,82,56,0,9,17
20100816,71,87,55,0,8,18
20100817,68,81,54,0,11,17
20100818,70,82,57,0,9,17
20100819,73,91,54,0,7,15
20100820,69,83,54,0,8,18
20100821,65,72,57,0,12,21
20100822,71,87,55,0,8,20
20100823,79,99,59,0,4,16
20100824,84,106,62,0,4,12
20100825,85,103,67,0,6,18
20100826,72,85,59,0,11,20
20100827,67,76,57,0,18,25
20100828,65,74,55,0,16,28
20100829,66,79,53,0,8,21
